speed,keyDown,keyUp,keyLeft,keyRight,timestamp,gazePointX,gazePointY,AOIHit,posX,posY,posZ,fixation,saccade,eyesNotFound,movementUnclassified,navigationLeft,navigationRight,navigationForward
0.0,False,False,False,False,1900-01-01 16:58:33.530,729.0,534.0,,-116.74957275390625,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.550,729.0,535.0,,-116.74957275390625,-10.359649658203125,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.560,728.0,535.0,,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.580,728.0,535.0,,-116.74955749511719,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.590,728.0,535.0,,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.610,728.0,535.0,,-116.74956512451172,-10.359648704528809,167.4405517578125,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.630,729.0,534.0,,-116.74955749511719,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.650,729.0,535.0,,-116.74956512451172,-10.359647750854492,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.660,729.0,535.0,,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.680,730.0,535.0,,-116.74956512451172,-10.359647750854492,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:33.690,733.0,539.0,,-116.74955749511719,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.780,741.0,541.0,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.790,739.0,537.0,-1.0,-116.74956512451172,-10.359649658203125,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.810,737.0,541.0,-1.0,-116.74956512451172,-10.359648704528809,167.44058227539062,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.830,737.0,540.0,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.850,737.0,541.0,-1.0,-116.74955749511719,-10.359647750854492,167.4405517578125,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.860,,,-1.0,-116.74955749511719,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.880,736.0,541.0,-1.0,-116.74956512451172,-10.359647750854492,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.890,736.0,542.0,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.910,736.0,544.0,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.930,736.0,544.0,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.940,734.0,543.0,-1.0,-116.74955749511719,-10.359648704528809,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.960,,,-1.0,-116.74956512451172,-10.359649658203125,167.44056701660156,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.980,,,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:34.990,,,-1.0,-116.74956512451172,-10.359648704528809,167.44056701660156,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:35.010,,,-1.0,-116.74956512451172,-10.359647750854492,167.44056701660156,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:35.030,731.0,545.0,-1.0,-116.74956512451172,-10.359647750854492,167.44056701660156,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 16:58:35.050,733.0,545.0,-1.0,-116.74956512451172,-10.359649658203125,167.44058227539062,True,False,False,False,False,False,False
