speed,keyDown,keyUp,keyLeft,keyRight,timestamp,gazePointX,gazePointY,AOIHit,posX,posY,posZ,fixation,saccade,eyesNotFound,movementUnclassified,navigationLeft,navigationRight,navigationForward,eyeMovementType,timeElapsed
0.0,False,False,False,False,1900-01-01 14:40:40.930,700.0,498.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.0
0.0,False,False,False,False,1900-01-01 14:40:40.950,700.0,498.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.02
0.0,False,False,False,False,1900-01-01 14:40:40.960,700.0,498.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.03
0.0,False,False,False,False,1900-01-01 14:40:40.980,701.0,498.0,2.0,-117.4100341796875,-10.359648704528809,167.4404296875,True,False,False,False,False,False,False,0,0.05
0.0,False,False,False,False,1900-01-01 14:40:41.000,701.0,497.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.07
0.0,False,False,False,False,1900-01-01 14:40:41.010,702.0,496.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.08
0.0,False,False,False,False,1900-01-01 14:40:41.030,703.0,496.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.1
0.0,False,False,False,False,1900-01-01 14:40:41.050,704.0,495.0,2.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.12
0.0,False,False,False,False,1900-01-01 14:40:41.060,704.0,495.0,2.0,-117.4100341796875,-10.359648704528809,167.4404296875,True,False,False,False,False,False,False,0,0.13
0.0,False,False,False,False,1900-01-01 14:40:41.080,704.0,495.0,2.0,-117.4100341796875,-10.359648704528809,167.4404296875,False,False,True,False,False,False,False,2,0.15
0.0,False,False,False,False,1900-01-01 14:40:42.530,704.0,495.0,2.0,-116.73236083984375,-10.359031677246094,167.44046020507812,False,False,True,False,False,False,False,2,1.6
0.0,False,False,False,False,1900-01-01 14:40:42.550,704.0,495.0,2.0,-116.73307800292969,-10.358920097351074,167.4404296875,False,False,True,False,False,False,False,2,1.62
