speed,keyDown,keyUp,keyLeft,keyRight,timestamp,gazePointX,gazePointY,AOIHit,posX,posY,posZ,fixation,saccade,eyesNotFound,movementUnclassified,navigationLeft,navigationRight,navigationForward,eyeMovementType,timeElapsed,fixationSize
0.0,False,False,False,False,1900-01-01 15:05:34.460,,,-1.0,-117.4100341796875,-10.359659194946289,167.4404296875,False,False,True,False,False,False,False,2,0.0,1
0.0,False,False,False,False,1900-01-01 15:05:34.500,1150.0,859.0,-1.0,-117.4100341796875,-10.35965347290039,167.4404296875,False,True,False,False,False,False,False,1,0.04,1
0.0,False,False,False,False,1900-01-01 15:05:34.510,1249.0,831.0,-1.0,-117.4100341796875,-10.359649658203125,167.4404296875,False,True,False,False,False,False,False,1,0.05,1
0.0,False,False,False,False,1900-01-01 15:05:34.530,1333.0,778.0,-1.0,-117.4100341796875,-10.35963249206543,167.4404296875,False,True,False,False,False,False,False,1,0.07,1
0.0,False,False,False,False,1900-01-01 15:05:34.550,1338.0,695.0,-1.0,-117.4100341796875,-10.35963249206543,167.4404296875,False,True,False,False,False,False,False,1,0.09,1
0.0,False,False,False,False,1900-01-01 15:05:34.560,1305.0,659.0,-1.0,-117.41004180908203,-10.359631538391113,167.4404296875,False,True,False,False,False,False,False,1,0.1,1
0.0,False,False,False,False,1900-01-01 15:05:34.580,1311.0,618.0,-1.0,-117.4100341796875,-10.359633445739746,167.4404296875,True,False,False,False,False,False,False,0,0.12,2
0.0,False,False,False,False,1900-01-01 15:05:34.600,1369.0,661.0,-1.0,-117.4100341796875,-10.359633445739746,167.4404296875,True,False,False,False,False,False,False,0,0.14,3
0.0,False,False,False,False,1900-01-01 15:05:34.610,1362.0,649.0,-1.0,-117.4100341796875,-10.359634399414062,167.4404296875,True,False,False,False,False,False,False,0,0.15,4
0.0,False,False,False,False,1900-01-01 15:05:34.630,1363.0,642.0,-1.0,-117.4100341796875,-10.359636306762695,167.4404296875,True,False,False,False,False,False,False,0,0.17,5
0.0,False,False,False,False,1900-01-01 15:05:34.650,1340.0,735.0,-1.0,-117.4100341796875,-10.359638214111328,167.4404296875,True,False,False,False,False,False,False,0,0.19,6
0.0,False,False,False,False,1900-01-01 15:05:34.660,1347.0,706.0,-1.0,-117.41004180908203,-10.359640121459961,167.44044494628906,True,False,False,False,False,False,False,0,0.2,7
0.0,False,False,False,False,1900-01-01 15:05:34.680,1345.0,702.0,-1.0,-117.4100341796875,-10.359643936157227,167.4404296875,True,False,False,False,False,False,False,0,0.22,8
0.0,False,False,False,False,1900-01-01 15:05:34.700,1341.0,709.0,-1.0,-117.4100341796875,-10.359644889831543,167.4404296875,True,False,False,False,False,False,False,0,0.24,9
0.0,False,False,False,False,1900-01-01 15:05:34.710,1340.0,709.0,-1.0,-117.4100341796875,-10.35964584350586,167.4404296875,True,False,False,False,False,False,False,0,0.25,10
0.0,False,False,False,False,1900-01-01 15:05:34.730,1340.0,699.0,-1.0,-117.4100341796875,-10.359647750854492,167.4404296875,True,False,False,False,False,False,False,0,0.27,11
0.0,False,False,False,False,1900-01-01 15:05:34.750,1347.0,702.0,-1.0,-117.4100341796875,-10.359648704528809,167.4404296875,True,False,False,False,False,False,False,0,0.29,12
0.0,False,False,False,False,1900-01-01 15:05:34.760,1349.0,701.0,-1.0,-117.4100341796875,-10.359649658203125,167.4404296875,True,False,False,False,False,False,False,0,0.3,13
0.0,False,False,False,False,1900-01-01 15:05:34.780,1350.0,701.0,-1.0,-117.4100341796875,-10.359651565551758,167.4404296875,True,False,False,False,False,False,False,0,0.32,14
0.0,False,False,False,False,1900-01-01 15:05:34.800,1356.0,693.0,-1.0,-117.4100341796875,-10.359651565551758,167.4404296875,True,False,False,False,False,False,False,0,0.34,15
0.0,False,False,False,False,1900-01-01 15:05:34.810,1358.0,695.0,-1.0,-117.4100341796875,-10.359651565551758,167.4404296875,True,False,False,False,False,False,False,0,0.35,16
0.0,False,False,False,False,1900-01-01 15:05:34.830,1360.0,705.0,-1.0,-117.4100341796875,-10.35965347290039,167.4404296875,True,False,False,False,False,False,False,0,0.37,17
0.0,False,False,False,False,1900-01-01 15:05:34.850,1361.0,693.0,-1.0,-117.4100341796875,-10.359652519226074,167.4404296875,True,False,False,False,False,False,False,0,0.39,18
0.0,False,False,False,False,1900-01-01 15:05:34.860,1360.0,692.0,-1.0,-117.41004180908203,-10.359652519226074,167.4404296875,True,False,False,False,False,False,False,0,0.4,19
0.0,False,False,False,False,1900-01-01 15:05:34.880,1360.0,690.0,-1.0,-117.4100341796875,-10.35965347290039,167.4404296875,True,False,False,False,False,False,False,0,0.42,20
0.0,False,False,False,False,1900-01-01 15:05:34.900,1358.0,694.0,-1.0,-117.4100341796875,-10.359652519226074,167.4404296875,True,False,False,False,False,False,False,0,0.44,21
0.0,False,False,False,False,1900-01-01 15:05:34.910,1359.0,692.0,-1.0,-117.4100341796875,-10.359651565551758,167.4404296875,True,False,False,False,False,False,False,0,0.45,22
0.0,False,False,False,False,1900-01-01 15:05:34.930,1358.0,689.0,-1.0,-117.41004180908203,-10.359651565551758,167.4404296875,True,False,False,False,False,False,False,0,0.47,23
0.0,False,False,False,False,1900-01-01 15:05:34.950,1359.0,686.0,-1.0,-117.4100341796875,-10.359650611877441,167.44044494628906,True,False,False,False,False,False,False,0,0.49,24
0.0,False,False,False,False,1900-01-01 15:05:34.960,1358.0,685.0,-1.0,-117.4100341796875,-10.359649658203125,167.4404296875,True,False,False,False,False,False,False,0,0.5,25
0.0,False,False,False,False,1900-01-01 15:05:34.980,1358.0,684.0,-1.0,-117.4100341796875,-10.359649658203125,167.4404296875,True,False,False,False,False,False,False,0,0.52,26
0.0,False,False,False,False,1900-01-01 15:05:35.000,1358.0,682.0,-1.0,-117.4100341796875,-10.359649658203125,167.4404296875,True,False,False,False,False,False,False,0,0.54,27
0.0,False,False,False,False,1900-01-01 15:05:35.010,1359.0,681.0,-1.0,-117.4100341796875,-10.359649658203125,167.4404296875,True,False,False,False,False,False,False,0,0.55,28
