speed,keyDown,keyUp,keyLeft,keyRight,timestamp,gazePointX,gazePointY,AOIHit,posX,posY,posZ,fixation,saccade,eyesNotFound,movementUnclassified,navigationLeft,navigationRight,navigationForward
0.0,False,False,False,False,1900-01-01 13:20:16.610,1116.0,306.0,,-116.61991119384766,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.620,1100.0,312.0,,-116.61991119384766,-10.359650611877441,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.640,1079.0,316.0,,-116.61991119384766,-10.359650611877441,167.43994140625,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.660,1052.0,319.0,,-116.61991882324219,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.670,1040.0,318.0,,-116.61991882324219,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.690,1011.0,320.0,,-116.61990356445312,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.710,999.0,325.0,,-116.61991119384766,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.720,993.0,325.0,,-116.61991119384766,-10.359650611877441,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.740,975.0,330.0,,-116.61991119384766,-10.359650611877441,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.760,965.0,332.0,,-116.61990356445312,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:16.770,958.0,337.0,,-116.61990356445312,-10.359649658203125,167.43995666503906,True,False,False,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.260,,,,-116.61991882324219,-10.359649658203125,167.43995666503906,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.270,,,,-116.61991882324219,-10.359650611877441,167.43997192382812,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.290,,,,-116.61991119384766,-10.359649658203125,167.43995666503906,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.310,,,,-116.61991882324219,-10.359650611877441,167.43995666503906,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.320,,,,-116.61991119384766,-10.359650611877441,167.43995666503906,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.340,,,,-116.61990356445312,-10.359649658203125,167.43997192382812,False,False,True,False,False,False,False
0.0,False,False,False,False,1900-01-01 13:20:17.360,,,,-116.61991119384766,-10.359650611877441,167.43995666503906,False,False,True,False,False,False,False
